visitorId,session_Id,command_name,command_Id,command_category,command_subcategory,command_subcategory 2,allpaln_version,category 1,category 2,URL,timestamp,time_spent
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709792806,22
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709792828,36
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709792864,39
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709792903,13
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709792916,78
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709792994,38
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709793032,51
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709793083,51
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709793134,21
51af6fb93c0b5ae9,1174547,Planplot_pframe_modify,31013,MenuFunction,Actionbar,Planplot,2023,MF,Planplot,http://allplan/2023/MF/Planplot/Planplot_pframe_modify,1709793155,185
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709793340,47
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709793387,2
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709793389,11
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709793400,44
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709793444,32
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709793476,7
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Actionbar,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709793483,31
51af6fb93c0b5ae9,1174547,Planplot_pframe_modify,31013,MenuFunction,Menu,Planplot,2023,MF,Planplot,http://allplan/2023/MF/Planplot/Planplot_pframe_modify,1709793514,11
51af6fb93c0b5ae9,1174547,Lkomen_undo,30828,MenuFunction,Menu,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_undo,1709793525,5
51af6fb93c0b5ae9,1174547,Planplot_pframe_modify,31013,MenuFunction,Actionbar,Planplot,2023,MF,Planplot,http://allplan/2023/MF/Planplot/Planplot_pframe_modify,1709793530,770
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709794300,9
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709794309,31
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709794340,12
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709794352,41
51af6fb93c0b5ae9,1174547,Exs_autocad_import,31115,MenuFunction,Menu,Konstruktion,2023,MF,Schnittstellen,http://allplan/2023/MF/Schnittstellen/Exs_autocad_import,1709794393,78
51af6fb93c0b5ae9,1174547,Exs_pdf_import,34102,MenuFunction,Menu,Konstruktion,2023,MF,Schnittstellen,http://allplan/2023/MF/Schnittstellen/Exs_pdf_import,1709794471,80
51af6fb93c0b5ae9,1174547,Massl_normale,31124,MenuFunction,Actionbar,Konstruktion,2023,MF,Masslinie,http://allplan/2023/MF/Masslinie/Massl_normale,1709794551,93
51af6fb93c0b5ae9,1174547,Lkomen_undo,30828,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_undo,1709794644,23
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709794667,14
51af6fb93c0b5ae9,1174547,Exs_autocad_import,31115,MenuFunction,Menu,Konstruktion,2023,MF,Schnittstellen,http://allplan/2023/MF/Schnittstellen/Exs_autocad_import,1709794681,8
51af6fb93c0b5ae9,1174547,Exs_pdf_import,34102,MenuFunction,Menu,Konstruktion,2023,MF,Schnittstellen,http://allplan/2023/MF/Schnittstellen/Exs_pdf_import,1709794689,23
51af6fb93c0b5ae9,1174547,Massl_normale,31124,MenuFunction,Actionbar,Konstruktion,2023,MF,Masslinie,http://allplan/2023/MF/Masslinie/Massl_normale,1709794712,24
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709794736,28
51af6fb93c0b5ae9,1174547,Text_hori,30963,MenuFunction,Menu,Konstruktion,2023,MF,Text,http://allplan/2023/MF/Text/Text_hori,1709794764,20
51af6fb93c0b5ae9,1174547,Text_pmodi,31101,MenuFunction,Menu,Konstruktion,2023,MF,Text,http://allplan/2023/MF/Text/Text_pmodi,1709794784,35
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709794819,11
51af6fb93c0b5ae9,1174547,Text_pmodi,31101,MenuFunction,Menu,Konstruktion,2023,MF,Text,http://allplan/2023/MF/Text/Text_pmodi,1709794830,44
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709794874,9
51af6fb93c0b5ae9,1174547,Text_pmodi,31101,MenuFunction,Menu,Konstruktion,2023,MF,Text,http://allplan/2023/MF/Text/Text_pmodi,1709794883,14
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709794897,17
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709794914,25
51af6fb93c0b5ae9,1174547,Allg_mod_attribute,30906,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_mod_attribute,1709794939,62
51af6fb93c0b5ae9,1174547,Arc_modi,30907,MenuFunction,Actionbar,Konstruktion,2023,MF,Architektur,http://allplan/2023/MF/Architektur/Arc_modi,1709795001,8
51af6fb93c0b5ae9,1174547,Lkomen_deflinieneinst,34427,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_deflinieneinst,1709795009,37
51af6fb93c0b5ae9,1174547,Allg_mod_attribute,30906,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_mod_attribute,1709795046,24
51af6fb93c0b5ae9,1174547,Kons_linie,30837,MenuFunction,Actionbar,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_linie,1709795070,30
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709795100,14
51af6fb93c0b5ae9,1174547,Lkomen_undo,30828,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_undo,1709795114,1
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709795115,6
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709795121,0
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709795141,25
51af6fb93c0b5ae9,1174547,Lkomen_syswinkel,34133,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_syswinkel,1709795146,3
51af6fb93c0b5ae9,1174547,Kons_linie,30837,MenuFunction,Menu,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_linie,1709795149,37
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795186,15
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795201,21
51af6fb93c0b5ae9,1174547,Allg_kopie,30926,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_kopie,1709795222,30
51af6fb93c0b5ae9,1174547,Allg_mod_attribute,30906,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_mod_attribute,1709795252,24
51af6fb93c0b5ae9,1174547,Text_modi,31100,MenuFunction,ElementContext,Konstruktion,2023,MF,Text,http://allplan/2023/MF/Text/Text_modi,1709795276,16
51af6fb93c0b5ae9,1174547,Kons_box,30934,MenuFunction,Actionbar,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_box,1709795292,22
51af6fb93c0b5ae9,1174547,Kons_schraffur,30935,MenuFunction,Actionbar,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_schraffur,1709795314,4
51af6fb93c0b5ae9,1174547,Kons_filling,30861,MenuFunction,Menu,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_filling,1709795318,33
51af6fb93c0b5ae9,1174547,Kons_schraffur,30935,MenuFunction,Actionbar,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_schraffur,1709795351,4
51af6fb93c0b5ae9,1174547,Kons_filling,30861,MenuFunction,Menu,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_filling,1709795355,12
51af6fb93c0b5ae9,1174547,Kons_filling,30861,MenuFunction,Actionbar,Konstruktion,2023,MF,Konstruktion,http://allplan/2023/MF/Konstruktion/Kons_filling,1709795367,22
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo_spez,30839,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo_spez,1709795389,29
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo_spez,30839,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo_spez,1709795418,17
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709795435,16
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795451,5
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795456,6
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795462,6
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795468,4
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795472,7
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795479,7
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795486,5
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo_spez,30839,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo_spez,1709795491,5
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795496,5
51af6fb93c0b5ae9,1174547,Allg_punkt_modi,30944,MenuFunction,Handle,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_punkt_modi,1709795501,22
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709795523,7
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709795530,10
51af6fb93c0b5ae9,1174547,Planplot_pl_el,30810,MenuFunction,Actionbar,Planplot,2023,MF,Planplot,http://allplan/2023/MF/Planplot/Planplot_pl_el,1709795540,32
51af6fb93c0b5ae9,1174547,Lkomen_undo,30828,MenuFunction,Menu,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_undo,1709795572,10
51af6fb93c0b5ae9,1174547,Planplot_pl_el,30810,MenuFunction,Actionbar,Planplot,2023,MF,Planplot,http://allplan/2023/MF/Planplot/Planplot_pl_el,1709795582,19
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Actionbar,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709795601,48
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709795649,9
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709795658,25
51af6fb93c0b5ae9,1174547,Planplot_pdf,31015,MenuFunction,Menu,Planplot,2023,MF,Planplot,http://allplan/2023/MF/Planplot/Planplot_pdf,1709795683,3204
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709798887,533
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709799420,10587
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709810007,1627
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709811634,5
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709811639,5
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709811644,39
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709811683,325
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709812008,221
51af6fb93c0b5ae9,1174547,Lkomen_umschalt_plan_tb,30809,MenuFunction,Menu,Planplot,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_umschalt_plan_tb,1709812229,21
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709812250,94
51af6fb93c0b5ae9,1174547,Massl_versch,34137,MenuFunction,Actionbar,Konstruktion,2023,MF,Masslinie,http://allplan/2023/MF/Masslinie/Massl_versch,1709812344,11
51af6fb93c0b5ae9,1174547,Allg_verschieben,31008,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_verschieben,1709812355,14
51af6fb93c0b5ae9,1174547,Massl_versch_massz,34135,MenuFunction,Menu,Konstruktion,2023,MF,Masslinie,http://allplan/2023/MF/Masslinie/Massl_versch_massz,1709812369,34
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo,31038,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo,1709812403,18
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo,31038,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo,1709812421,20
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo,31038,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo,1709812441,68
51af6fb93c0b5ae9,1174547,Massl_modi_para,34151,MenuFunction,Menu,Konstruktion,2023,MF,Masslinie,http://allplan/2023/MF/Masslinie/Massl_modi_para,1709812509,29
51af6fb93c0b5ae9,1174547,Lkomen_undo,30828,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_undo,1709812538,25
51af6fb93c0b5ae9,1174547,Lkomen_elementinfo,31038,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_elementinfo,1709812563,7
51af6fb93c0b5ae9,1174547,Bew_ml_te,34031,MenuFunction,ElementContext,Konstruktion,2023,MF,Ru_bew_3d,http://allplan/2023/MF/Ru_bew_3d/Bew_ml_te,1709812570,48
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709812618,14
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709812632,2
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709812634,8
51af6fb93c0b5ae9,1174547,Bew_ml_te,34031,MenuFunction,Actionbar,Konstruktion,2023,MF,Ru_bew_3d,http://allplan/2023/MF/Ru_bew_3d/Bew_ml_te,1709812642,55
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709812697,4
51af6fb93c0b5ae9,1174547,Bew_ml_te,34031,MenuFunction,Actionbar,Konstruktion,2023,MF,Ru_bew_3d,http://allplan/2023/MF/Ru_bew_3d/Bew_ml_te,1709812701,33
51af6fb93c0b5ae9,1174547,Massl_versch_massz,34135,MenuFunction,Menu,Konstruktion,2023,MF,Masslinie,http://allplan/2023/MF/Masslinie/Massl_versch_massz,1709812734,242
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709812976,70
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709813046,1215
51af6fb93c0b5ae9,1174547,Lkomen_takt,30808,MenuFunction,ElementContext,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Lkomen_takt,1709814261,95
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814356,113
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814469,12
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814481,8
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814489,8
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814497,11
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814508,11
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Actionbar,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814519,2
51af6fb93c0b5ae9,1174547,Allg_loeschen,30823,MenuFunction,Menu,Konstruktion,2023,MF,Allgemein,http://allplan/2023/MF/Allgemein/Allg_loeschen,1709814521,180
